,SMILES,pKa
1458,CN1CCCC1c1ccccc1,8.8
1459,CN1CCCC2CCN=C21,11.5
1460,CN1CCCCC1,9.09
1461,CN1CCCCCC1,10.96
1462,CN1CCN(C(=O)c2ccccc2)CC1,6.78
1463,CN1CCN2c3ccccc3Cc3ccccc3C2C1,7.75
1464,CN1CCOC(c2ccccc2)c2ccccc2C1,9.3
1465,CN1CCOCC1,7.53
1466,CN1CC[C@H]2CCC[C@@H](OC(=O)c3ccc(Cl)cc3)[C@@H]2C1,8.75
1467,CN1CC[C@H]2CCC[C@@H](OC(=O)c3ccc(Cl)cc3)[C@H]2C1,8.9
1468,CN1CC[C@H]2CCC[C@@H](OC(=O)c3ccccc3)[C@H]2C1,9.05
1469,CN1CCc2cccc(c2)CCc2ccc1cc2,6.76
1470,CN1Cc2c(ccc3c2OCO3)-c2ccc3cc4c(cc3c21)OCO4,2.6
1471,CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,10.0
1472,CN=C1C(C)(C)c2ccccc2C1(C)C,7.0
1473,CN=C1CCCCC1,9.43
1474,CNC,10.88
1475,CNC(=O)C1CCCCN1,8.8
1476,CNC(=O)CS,8.05
1477,CNC(=O)NC,1.02
1478,CNC(=S)OC(C)C,11.56
1479,CNC(C)=S,-1.9
1480,CNC(C)CC1CCCCC1,10.52
1481,CNC(C)Cc1ccc(OC)c(OC)c1,9.8
1482,CNC(C)Cc1ccccc1,9.87
1483,CNC(N)=O,0.8
1484,CNC1(c2ccccc2Cl)CCCCC1=O,7.495
1485,CNC1=Nc2ccccc2C(C)N1,10.6
1486,CNCC#N,5.26
1487,CNCC(=O)N(C)C,8.86
1488,CNCC(=O)NC,8.28
1489,CNCC(C)c1ccccc1,9.87
1490,CNCC(F)(F)F,6.0
1491,CNCC(N)=O,8.35
1492,CNCC1CC2c3ccccc3C1c1ccccc12,10.18
1493,CNCCC#N,8.1
1494,CNCCC(=O)c1ccccc1,9.0
1495,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,10.04
1496,CNCCC=C1c2ccccc2CCc2ccccc21,10.144
1497,CNCCCC12CCC(c3ccccc31)c1ccccc12,10.533333
1498,CNCCCC1c2ccccc2C=Cc2ccccc21,8.2
1499,CNCCCCc1ccccc1,10.76
1500,CNCCC[C@]12CC[C@H](c3ccccc31)c1ccccc12,10.5
1501,CNCCCc1ccccc1,10.58
1502,CNCCN(C)C(=O)Oc1ccc(OC)cc1,8.88
1503,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,10.1575
1504,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,9.97
1505,CNCCc1ccccc1,10.23
1506,CNCc1cc(-c2ccc(F)cc2)n(S(=O)(=O)c2ccc(C)cc2)c1,9.4
1507,CNCc1cc(-c2cccc(F)c2)n(S(=O)(=O)c2ccc(C)cc2)c1,9.31
1508,CNCc1cc(-c2ccccc2)n(S(=O)(=O)c2ccc(C)cc2)c1,9.49
1509,CNCc1cc(-c2ccccc2)n(S(=O)(=O)c2ccc(OC)cc2)c1,9.48
1510,CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2ccc(C)cc2)c1,9.48
1511,CNCc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12,7.18
1512,CNCc1ccc(C)cc1,9.93
1513,CNCc1ccccc1,9.64
1514,CNCc1nc(-c2cn(C)c3ccccc23)no1,6.5
1515,CNCl,1.71
1516,CNO,6.05
1517,CNOC,4.75
1518,CNS(=O)(=O)C(F)(F)F,7.56
1519,CNS(=O)(=O)c1ccc(C(F)(F)F)cc1,10.7
1520,CNS(=O)(=O)c1ccc(Cl)cc1,10.96
1521,CN[C@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C,11.085
1522,CN[N+](=O)[O-],6.25
1523,CNc1c(C)cccc1C,6.12
1524,CNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,7.2
1525,CNc1cc[n+](C)c([O-])n1,4.47
1526,CNc1cc[n+](O)cc1,3.85
1527,CNc1ccc(C)cc1,5.36
1528,CNc1ccc(OC)cc1,5.93
1529,CNc1cccc(C)c1,4.94
1530,CNc1cccc2ccccc12,3.7
1531,CNc1ccccc1,4.8
1532,CNc1ccccc1C,4.59
1533,CNc1ccccn1,7.13
1534,CNc1cccnc1,2.12
1535,CNc1ccnc(N2CCc3ccccc3C2)c1,8.85
1536,CNc1cnccc1N,9.14
1537,CNc1ncnc2scnc12,2.84
1538,CO,15.52
1539,CO/C(C)=C\C(=O)O,5.81
1540,COC(=N)N,9.72
1541,COC(=O)/C=C(/C)O,9.48
1542,COC(=O)C(N)Cc1ccccc1,7.0
1543,COC(=O)C(c1ccccc1)C1CCCCN1,9.24
1544,COC(=O)C1=C(C(=O)OC)CC=C1,5.0
1545,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,7.3925
1546,COC(=O)C1=CCCN(C)C1,7.675
1547,COC(=O)C1=CCCNC1,8.7
1548,COC(=O)C1=CN2CCC1CC2,7.17
1549,COC(=O)C1C2c3ccccc3C(c3ccccc32)C1C(=O)N(C)C,-1.65
1550,COC(=O)C1CCCN(C)C1,8.45
1551,COC(=O)C1CN2CCC1CC2,9.4
1552,COC(=O)C1c2ccccc2-c2ccccc21,11.52
1553,COC(=O)CC(C)=O,10.6
1554,COC(=O)CCS,9.33
1555,COC(=O)CN,7.685
1556,COC(=O)CS,7.57
1557,COC(=O)Cc1ccccc1N,3.71
1558,COC(=O)Cc1csc(=N)n1C,9.77
1559,COC(=O)Cc1csc(N)n1,4.83
1560,COC(=O)Cn1ccnc1,7.1
1561,COC(=O)N(C)CC(=O)Oc1ccc(N(C)C)cc1,5.03
1562,COC(=O)N(C)COc1ccc(NC(C)=O)cc1,9.5
1563,COC(=O)N(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C,8.6
1564,COC(=O)N1CCc2c(O)noc2C1,5.3
1565,COC(=O)[C@@H]1CSCN1,3.92
1566,COC(=O)[C@@H]1[C@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,8.63
1567,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,8.7
1568,COC(=O)[n+]1ccc(N)cc1,9.15
1569,COC(=O)c1c2ccccc2nc2ccccc12,3.45
1570,COC(=O)c1cc(Br)c(=O)n(N)c1,2.4
1571,COC(=O)c1ccc(N(C)C)cc1,2.61
1572,COC(=O)c1ccc(N)cc1,2.45
1573,COC(=O)c1ccc(NC=S)cc1,10.95
1574,COC(=O)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,6.21
1575,COC(=O)c1ccc(O)c([N+](=O)[O-])c1,5.4
1576,COC(=O)c1ccc(O)cc1,8.42
1577,COC(=O)c1ccc(OS(N)(=O)=O)cc1,8.28
1578,COC(=O)c1ccc2ccccc2n1,1.75
1579,COC(=O)c1ccc2ncccc2c1,3.8
1580,COC(=O)c1cccc(N)c1,3.55
1581,COC(=O)c1cccc(NC=S)c1,10.81
1582,COC(=O)c1ccccc1N(C)C,5.55
1583,COC(=O)c1ccccc1Nc1c2ccccc2nc2ccccc12,6.3
1584,COC(=O)c1ccccc1O,10.25
1585,COC(=O)c1ccccc1S,6.3
1586,COC(=O)c1ccccn1,2.21
1587,COC(=O)c1cccnc1,3.535
1588,COC(=O)c1ccncc1,3.38
1589,COC(=S)C1c2ccccc2-c2ccccc21,7.4
1590,COC1=CC2CCC1(C(=O)O)CC2,4.45
1591,COC1=CC=C2[C@@H]3Cc4ccc(OC)c5c4[C@]2(CCN3C)[C@@H]1O5,8.15
1592,COC1CC2CCN1CC2,8.87
1593,COC1CCN(S(=O)(=O)c2ccc(S(N)(=O)=O)c(C(F)(F)F)c2)CC1,8.12
1594,COC1CCN(S(=O)(=O)c2ccc(S(N)(=O)=O)c(Cl)c2)CC1,8.76
1595,COC1CCN(S(=O)(=O)c2ccc(S(N)(=O)=O)cc2)CC1,9.42
1596,COCC(=O)O,3.53
1597,COCC(C)CN(C)C,9.69
1598,COCC1(C)NCCc2c1oc1cc(S(=O)(=O)c3cccc(F)c3)ccc21,7.5
1599,COCC1=C(C(=O)O)C2C=CC1C2,4.59
1600,COCC1=C(C(=O)O)CC1,4.31
1601,COCC1=C(C(=O)O)CCC1,4.5
1602,COCCCCNc1ccccc1,4.6
1603,COCCCN,9.92
1604,COCCCN(C)C,9.36
1605,COCCN,9.67
1606,COCCN(C)C,8.96
1607,COCCN(C)c1ccccc1,4.81
1608,COCCN(CCOC)c1ccccc1,4.11
1609,COCCN1CCC[C@@H](Cn2c(-c3ccccc3C)nc3cn(-c4ccc(Cl)cc4)nc3c2=O)C1,8.5
1610,COCCNC1=C(NS(=O)(=O)c2ccccc2)C(=O)c2ccccc2C1=O,9.8
1611,COCCNc1ccc(C)cc1,4.64
1612,COCCNc1ccc(Cl)cc1,3.3
1613,COCCNc1ccc(OC)cc1,5.02
1614,COCCNc1cccc(C)c1,4.29
1615,COCCNc1cccc(OC)c1,3.7
1616,COCCNc1ccccc1,4.05
1617,COCCO,14.88
1618,COCCOc1ccc(-c2cc3c(C(=O)O)c[nH]c3cc2Cl)cc1,5.0
1619,COCCSC(C)O,14.21
1620,COCCn1c(C)c(C)c(S(=O)(=O)c2ccc(Cl)cc2)c1N,-0.59
1621,COCCn1cc(C(=O)c2cccc3ccccc23)c2ccncc21,5.8
1622,COC[n+]1ccn(C)c1/C=N/O,7.945
1623,COCc1ccc(C(=O)O)cc1,4.18
1624,COCc1cccc(COC)n1,3.43
1625,COCc1ccccc1C(=O)O,3.85
1626,COCc1ccccc1CN(C)C,9.19
1627,COCc1cn2c(C)c(C)nc2c2c1CCC(c1ccccc1)C2,7.79
1628,CON,4.62
1629,CON(C)C,3.65
1630,CON(C)C(=O)c1cn2c(C)c(C)nc2c2c1CCC(c1ccccc1)O2,6.49
1631,CON(C)C(=O)c1cn2c(C)c(C)nc2c2c1CCC1(CCc3ccccc31)O2,6.63
1632,CONC(=O)CCc1ccccc1,9.47
1633,CONC(=O)c1ccccc1,8.89
1634,COO,11.5
1635,CO[C@H]1C[C@@H]1C(=O)O,4.47
1636,CO[C@H]1C[C@H]1C(=O)O,4.76
1637,CO[n+]1ccc(O)cc1,2.57
1638,CO[n+]1ccccc1O,-1.3
1639,COc1c(C(=O)O)oc2ccccc12,3.7
1640,COc1c(C)cc2c(c1C(=O)O)COC2,3.13
1641,COc1c(C)cccc1C(=O)O,3.84
1642,COc1c(Cl)ccc2c1C(C)NC(NCC(F)F)=N2,8.9
1643,COc1c(O)ccc2c1C[N+]1(C)CCc3cc4c(cc3[C@@H]1C2)OCO4,8.45
1644,COc1c2ccccc2nc2ccccc12,7.0
1645,COc1cc(-n2cncc2-c2ccc3ccccc3c2)cc(OC)c1OC,5.58
1646,COc1cc(=O)nc2sc(S(N)(=O)=O)nn12,7.1
1647,COc1cc(C(=O)O)ccc1C,4.13
1648,COc1cc(C(=O)O[C@@H]2CCC[C@@H]3CCN(C)C[C@@H]32)cc(OC)c1OC,8.91
1649,COc1cc(C(=O)O[C@@H]2CCC[C@@H]3CCN(C)C[C@H]32)cc(OC)c1OC,8.82
1650,COc1cc(C(C)=O)ccc1O,7.65
1651,COc1cc(C)ccc1C(=O)O,4.38
1652,COc1cc(C)ccc1N=C1NCCN1,10.6
1653,COc1cc(C)n(-c2ccccc2)n1,1.5
1654,COc1cc(C=O)ccc1O,7.38
1655,COc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,8.57
1656,COc1cc(Cl)ccc1OC(c1ccccc1)C1CNCCO1,7.7
1657,COc1cc(N)c(C#N)c(N)n1,4.17
1658,COc1cc(NS(=O)(=O)C(F)(F)F)cc(OC)c1Oc1ccc(C#N)c(Cl)c1,4.5
1659,COc1cc(NS(C)(=O)=O)cc(OC)c1Oc1ccc(C#N)c(Cl)c1,8.5
1660,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(N)n2)c(OC)c1,4.67
1661,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NS(C)(=O)=O)n2)c(OC)c1,7.28
1662,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2cnc(OC)c(N)c2)c(OC)c1,2.39
1663,COc1cc(OC)c(N=C2NCCN2)cc1Cl,10.15
1664,COc1cc(OC)c2c(c1Cl)O[C@]1(C(=O)CC(=O)C[C@@H]1C)C2=O,4.49
1665,COc1cc(OS(C)(=O)=O)ccc1-c1cn2cccnc2n1,3.95
1666,COc1cc([C@H]2CN=C(c3ccc4c(ccn4C)c3)O2)cc(OC)c1OC,5.0
1667,COc1cc([N+](=O)[O-])ccc1O,6.83
1668,COc1cc2c(OC)ncnc2c(OC)c1OC,3.34
1669,COc1cc2c(cc1O)CC[n+]1cc3c(OC)c(OC)ccc3cc1-2,9.6
1670,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,9.08
1671,COc1cc2c(cc1OC)NC(N)=NC2,11.1
1672,COc1cc2c(cc1OC)NCC2,7.3
1673,COc1cc2c(cc1OC)[C@]13CCN4CC5=CCO[C@@H]6CC(=O)N2[C@@H]1[C@@H]6[C@@H]5C[C@@H]43,5.86
1674,COc1cc2ccc(=O)oc2cc1O,6.5
1675,COc1cc2ccccc2cc1C(=O)O,3.82
1676,COc1cc[n+](O)cc1,2.05
1677,COc1ccc(-c2c(O)c2=O)cc1,2.33
1678,COc1ccc(-c2ccc(/C=C3/SC(=S)N(CC(=O)O)C3=O)o2)cc1,3.62
1679,COc1ccc(-c2ccc(CCCN(C)C)cc2)cc1,9.85
1680,COc1ccc(-c2cn3cccnc3n2)c(OC)c1,4.34
1681,COc1ccc(-c2cn3ccsc3n2)c(OC)c1,4.67
1682,COc1ccc(-c2cnc(-c3ccc(C)cc3)o2)cc1,1.26
1683,COc1ccc(-c2cnc(-c3ccc(OC)cc3)o2)cc1,1.41
1684,COc1ccc(-c2cnc(-c3ccccc3)o2)cc1,1.05
1685,COc1ccc(-c2cncn2-c2cc(OC)c(OC)c(OC)c2)cc1,6.82
1686,COc1ccc(-c2ncc(-c3ccc(C)cc3)o2)cc1,1.34
1687,COc1ccc(-c2ncc(-c3ccccc3)o2)cc1,1.25
1688,COc1ccc(-c2nccn2-c2cc(OC)c(OC)c(OC)c2)cc1F,6.63
1689,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)c(C)c4)C3)o2)cc1,9.3
1690,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)c(F)c4)C3)o2)cc1,8.6
1691,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)cc4)C3)o2)cc1,8.9
1692,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)CC5(C)COC5)cc4)C3)o2)cc1,8.0
1693,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC(OC)C5)cc4)C3)o2)cc1,8.5
1694,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(CCCO6)C5)cc4)C3)o2)cc1,8.4
1695,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(CCOC6)C5)cc4)C3)o2)cc1,8.6
1696,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(COC6)C5)cc4)C3)o2)cc1,8.2
1697,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCCC5)cc4)C3)o2)cc1,9.9
1698,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCCC56COC6)cc4)C3)o2)cc1,6.0
1699,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCCOCC5)cc4)C3)o2)cc1,8.1
1700,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCOCC5)c(OC)c4)C3)o2)cc1,7.5
1701,COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CCOCC5)cc4)CC3)o2)cc1,6.5
1702,COc1ccc(-n2cc3nc(-c4ccccc4C)n(CC4CCCN(C(C)C)C4)c(=O)c3n2)cc1,10.0
1703,COc1ccc(/C=C/C(=O)O)cc1,4.6
1704,COc1ccc(/C=C/C(=O)O)cc1OC,4.55
1705,COc1ccc(/C=C2/SC(=S)NC2=O)cc1,5.8
1706,COc1ccc(/C=C\C(=O)O)cc1,4.03
1707,COc1ccc(/N=C/N(C)C)cc1,9.35
1708,COc1ccc(C(=N)c2ccccc2)c(OC)c1,8.3
1709,COc1ccc(C(=O)O)c(C)c1,4.54
1710,COc1ccc(C(=O)O)cc1,4.45
1711,COc1ccc(C(=O)O)cc1C,4.35
1712,COc1ccc(C(=O)S)cc1,-1.055
1713,COc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.55
1714,COc1ccc(C(=O)c2coc(S(N)(=O)=O)c2)cc1,9.5
1715,COc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,8.2
1716,COc1ccc(C(=O)n2c(-c3ccccc3[N+](=O)[O-])nc3ccccc32)cc1,4.71
1717,COc1ccc(C(=S)Nc2ccc(Br)cc2)cc1,10.95
1718,COc1ccc(C(=S)Nc2ccc(C)cc2)cc1,11.81
1719,COc1ccc(C(=S)Nc2ccc(Cl)c(Cl)c2)cc1,10.14
1720,COc1ccc(C(=S)Nc2ccc(Cl)cc2)cc1,10.93
1721,COc1ccc(C(=S)Nc2ccccc2)cc1,11.27
1722,COc1ccc(C(CCCN)(c2ccccc2)c2ccccc2)cc1,9.86
1723,COc1ccc(C(Cc2cc([N+](=O)[O-])ccc2OC)c2cn(C)c(N)n2)cc1,8.3
1724,COc1ccc(C(Cc2cc([N+](=O)[O-])ccc2OC)c2csc(N)n2)cc1,5.5
1725,COc1ccc(C)c(C(=O)O)c1,3.84
1726,COc1ccc(C2CCCN2C)cc1,8.9
1727,COc1ccc(C2CN2)cc1,8.7
1728,COc1ccc(C2NCCS2)cc1,5.45
1729,COc1ccc(C=O)cc1O,8.89
1730,COc1ccc(CC(=O)O)cc1,4.36
1731,COc1ccc(CC(C(C)=O)C(C)=O)cc1,10.57
1732,COc1ccc(CC(C)N)cc1,9.53
1733,COc1ccc(CCC(=O)O)cc1,4.72
1734,COc1ccc(CCCN(C)C)cc1,10.91
1735,COc1ccc(CCCN(C)C)cc1Cl,10.76
1736,COc1ccc(CCN)cc1,9.79
1737,COc1ccc(CCN)cc1OC,9.87
1738,COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,9.87
1739,COc1ccc(CN)c([N+](=O)[O-])c1,8.77
1740,COc1ccc(CN)cc1,9.67
1741,COc1ccc(CN)cc1OC,9.39
1742,COc1ccc(CN2CC(O[Si](C)(C)C)C2)cc1,8.17
1743,COc1ccc(CNC(=N)C(Cl)(Cl)Br)cc1,6.15
1744,COc1ccc(CNC(=N)C(Cl)(Cl)Cl)cc1,6.0
1745,COc1ccc(CNC(=N)C(F)(Cl)Cl)cc1,6.18
1746,COc1ccc(CON)cc1,4.42
1747,COc1ccc(C[C@H](C)N)cc1OC,9.6
1748,COc1ccc(Cc2c3ccccc3nc3ccccc23)cc1,7.94
1749,COc1ccc(Cc2cc(=O)c3ccc(O)cc3o2)cc1,7.35
1750,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,6.25
1751,COc1ccc(Cl)c(Nc2ccccc2CC(=O)O)c1Cl,3.95
1752,COc1ccc(Cl)c2cccnc12,4.13
1753,COc1ccc(Cl)cc1S(=O)(=O)NC(=O)NC(C)C,5.65
1754,COc1ccc(Cl)cc1S(=O)(=O)NC(=O)Nc1ccccc1,4.5
1755,COc1ccc(Cn2c(=O)n3ncnc3c3c4c(sc32)CN(CC2CCOCC2)CC4)cc1,6.6
1756,COc1ccc(Cn2cc(C(=O)NC(C)=O)c(=O)c3c(F)ccc(F)c32)cc1,8.0
1757,COc1ccc(Cn2cc(C(=O)NS(C)(=O)=O)c(=O)c3c(F)ccc(F)c32)cc1,4.5
1758,COc1ccc(Cn2cc(C(=O)O)c(=O)c3c(F)ccc(F)c32)cc1,6.0
1759,COc1ccc(F)cc1S(=O)(=O)NC(=O)NC(C)C,5.52
1760,COc1ccc(N(C)C)cc1,5.86
1761,COc1ccc(N(C)CO)cc1,4.59
1762,COc1ccc(N)cc1,5.076667
1763,COc1ccc(N)cc1Br,4.09
1764,COc1ccc(N)cn1,4.24
1765,COc1ccc(NC(=O)/C(C#N)=N/O)cc1,5.08
1766,COc1ccc(NC(=S)c2ccc(Cl)cc2)cc1,11.26
1767,COc1ccc(NC(=S)c2ccc(OC)cc2)cc1,11.85
1768,COc1ccc(NC(=S)c2cccc(Br)c2)cc1,10.99
1769,COc1ccc(NC(=S)c2ccccc2)cc1,11.36
1770,COc1ccc(NC(C)=S)cc1,11.96
1771,COc1ccc(NC=S)cc1,11.74
1772,COc1ccc(NS(=O)(=O)c2ccccc2)cc1,8.88
1773,COc1ccc(Nc2ccccc2)cc1,1.38
1774,COc1ccc(O)c(=O)cc1,7.75
1775,COc1ccc(O)c(Br)c1,8.62
1776,COc1ccc(O)c(C)c1,10.16
1777,COc1ccc(O)c([N+](=O)[O-])c1,7.39
1778,COc1ccc(O)cc1,10.24
1779,COc1ccc(O)cc1Br,9.09
1780,COc1ccc(O)cc1C,10.24
1781,COc1ccc(O)cc1[N+](=O)[O-],8.68
1782,COc1ccc(OC(=O)N(C)CCN)cc1,8.9
1783,COc1ccc(OC)c(N)c1,3.72
1784,COc1ccc(OC)c(N=C2NCCN2)c1,10.15
1785,COc1ccc(OC)c2c1nc(C)n2C,6.12
1786,COc1ccc(OC)c2c1nc(CCl)n2C,4.1
1787,COc1ccc(OC)nn1,1.61
1788,COc1ccc(S(=O)(=O)NCc2ccccc2)cc1,11.53
1789,COc1ccc(S(=O)(=O)Nc2ccc(C)cc2)cc1,9.8
1790,COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1,9.19
1791,COc1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1,9.32
1792,COc1ccc(S(=O)(=O)Nc2cccc([N+](=O)[O-])c2)cc1,8.44
1793,COc1ccc(S(=O)(=O)Nc2ccccc2)cc1,9.04
1794,COc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1,6.32
1795,COc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,8.78
1796,COc1ccc(S(N)(=O)=O)cc1,9.93
1797,COc1ccc(S)cc1,6.76
1798,COc1ccc([C@@]2(F)C[C@@H]2N)cc1,7.5
1799,COc1ccc([C@@]2(F)C[C@@H]2N)cc1OC,7.4
1800,COc1ccc([C@H]2C[C@@H]2C(=O)O)cc1,4.62
1801,COc1ccc([N+](=O)[O-])c(CN)c1,8.72
1802,COc1ccc([N+](=O)[O-])c2cccnc12,3.55
1803,COc1ccc([Se]O)c([N+](=O)[O-])c1,10.71
1804,COc1ccc2[nH]cc(C3=CCN(Cc4ccccc4)CC3)c2c1,7.7
1805,COc1ccc2[nH]cc(CC(C)N)c2c1,10.3
1806,COc1ccc2c(=O)oc3c(OC)cc(CCN(C)C)c4c(=O)oc1c2c34,0.021
1807,COc1ccc2c(c1)CC(C)N2,6.2
1808,COc1ccc2c(c1)CCC(=O)C2,13.27
1809,COc1ccc2c(c1)CCN2,6.1
1810,COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,9.41
1811,COc1ccc2c(c1)N(CCN(C)C)CCO2,8.6
1812,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,9.195
1813,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,9.185
1814,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.415
1815,COc1ccc2c(c1)c(CCN(C)C)cn2C,9.2
1816,COc1ccc2c(c1OC(C)=O)[C@]13CCN(C)[C@H](C2)[C@@H]1CC[C@H](OC)C3,9.31
1817,COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1O,5.3
1818,COc1ccc2c3c([nH]c2c1)C(C)NCC3,15.6
1819,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,8.05
1820,COc1ccc2c3c1O[C@H]1CCC[C@H]4[C@@H](C2)N(C)CC[C@]314,8.83
1821,COc1ccc2cc(C(C)C(=O)O)ccc2c1,4.57
1822,COc1ccc2cc(O)ccc2c1,9.64
1823,COc1ccc2cc([C@@H](C)C(=O)O)ccc2c1,4.13
1824,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,4.073333
1825,COc1ccc2cc3[n+](cc2c1O)CCc1cc2c(cc1-3)OCO2,5.0
1826,COc1ccc2ccc(OC)c(N3CCOCC3)c2c1N1CCOCC1,13.0
1827,COc1ccc2ccccc2n1,3.17
1828,COc1ccc2nc3c(c(N4CCOCC4)c2c1)CCC3,7.14
1829,COc1ccc2nc3cc(Cl)ccc3c(NCCCCn3cnc([N+](=O)[O-])n3)c2c1,8.84
1830,COc1ccc2nc3ccccc3cc2c1,3.82
1831,COc1ccc2nccc(N)c2c1,8.94
1832,COc1ccc2ncccc2c1,5.05
1833,COc1cccc(-c2cccc(C3(C)CCSC(N)=N3)c2)c1,7.0
1834,COc1cccc(-c2cccc(C3(C)COCC(N)=N3)c2)c1,9.8
1835,COc1cccc(-c2cccc(C3(C)CSCC(N)=N3)c2)c1,10.5
1836,COc1cccc(-c2cccc(C3(C)N=C(C)C(N)=N3)c2)c1,6.5
1837,COc1cccc(-c2cccc(C3(C)N=C(N)CCO3)c2)c1,9.3
1838,COc1cccc(-c2cccc(C3(C)N=C(N)CCS3)c2)c1,9.3
1839,COc1cccc(-c2cccc(C3(C)N=C(N)CN3C(C)=O)c2)c1,6.5
1840,COc1cccc(-c2cccc(C3(C)N=C(N)CS3)c2)c1,6.9
1841,COc1cccc(-c2cccc(C3(C4CCOCC4)N=C(C)C(N)=N3)c2)c1,6.0
1842,COc1cccc(-n2cc(C(=O)N(C)c3cccc(Cl)c3)c3ccccc3c2=O)c1,-1.37
1843,COc1cccc(-n2cc3nc(-c4ccccc4C)n(CC4CCCN(C(C)C)C4)c(=O)c3n2)c1,10.0
1844,COc1cccc(/C=C/C(=O)O)c1,4.38
1845,COc1cccc(/N=C/N(C)C)c1,8.6
1846,COc1cccc(=O)c(O)c1,7.24
1847,COc1cccc(C(=N)c2ccccc2)c1,6.59
1848,COc1cccc(C(=O)CCN2CCOCC2)c1,7.1
1849,COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,0.0
1850,COc1cccc(C(=O)O)c1,4.06
1851,COc1cccc(C(=O)O)c1C,3.72
1852,COc1cccc(C)c1C(=O)O,3.46
1853,COc1cccc(C2NCCS2)c1,5.12
1854,COc1cccc(C=O)c1O,7.91
1855,COc1cccc(CC2CCCNC2)c1,9.9
1856,COc1cccc(CCC(=O)O)c1,4.65
1857,COc1cccc(CN)c1OC,9.41
1858,COc1cccc(CN2CC(O[Si](C)(C)C)C2)c1,7.81
1859,COc1cccc(Cn2nc(C(F)(F)F)c(Cc3ccc4c(c3)OCO4)c2OC)c1,6.0
1860,COc1cccc(N)c1,4.23
1861,COc1cccc(NS(=O)(=O)c2ccccc2)c1,7.95
1862,COc1cccc(Nc2ccccc2)c1,0.37
1863,COc1cccc(O)c1,9.51
1864,COc1cccc(OC)c1O,10.09
1865,COc1cccc(S(N)(=O)=O)c1,9.39
1866,COc1cccc(S)c1,6.39
1867,COc1cccc([N+](=O)[O-])c1O,6.74
